"Name","Account Category","Billing City","Billing State","Billing Postal Code","Date Subscribed","ID","Config ID","Subscription Status","Subscription Opportunity","Subscription Fee","Twitter"
"Keezac Pharmacy","Affiliate","Bellmore","NY","11710","05/02/2014","392e7e48-3ecd-f487-3dab-53626d4b5a36","5162214022","","","","Yes"
"Sav-On 16 Montrose Pharmacy","Affiliate","Birmingham","MI","48009","","b8ecbc8f-db90-a6db-a798-52b49c1cdd20","","","","","No"
"Goodrich Drug Store - Fridley","Affiliate","Fridley","MN","55432","","ea9dedb9-f2f7-57ba-10af-521f9d2c2977","","","","","No"
"Clinic Rx Pharmacy","Affiliate","Ruston","LA","71270","05/14/2015","59fd896f-dbf2-8368-41e9-52a9f3e5bb34","3182516385","","Premier Monthly","","Yes"
"The Davenport Pharmacy","Affiliate","Davenport","Washington","99122","","dba85e90-1021-fe20-ca8f-53f395b49762","5097251151","","Mobile (Monthly)","","Yes"
"Danville Pharmacy","Affiliate","Danville","PA","17821","","3a52e5fe-077e-9598-5b11-54a1b317bee3","","","Prime Free NCPA Member Benefit","","Yes"
"Rock Hill HealthMart Pharmacy","Affiliate","Rock Hill","NY","12775","","f0099091-1a8b-23b9-3d3b-51ba055ef314","","","","","Yes"
"Lynn's Dakota Mart Pharmacy - Sturgis","Affiliate","Sturgis","SD","57785","","883772ca-4502-d8fa-979d-56058f0d9e0f","","","","","No"
"Chesapeake Pharmacy","Affiliate","Chesapeake Beach","MD","20732","","df86c9d0-be25-cdf1-4a28-520e8dd38a7a","","","","","Yes"
"White Cross Pharmacy & Compounding - Priest River","Affiliate","Priest River","ID","83856","","20afcbdc-227e-bd48-2fd2-52025f2b2e72","","","Platinum Yearly","","No"
"Chapman Pharmacy","Affiliate","Vidalia","GA","30474","","99b378ed-44b2-40a8-ac2f-51c327d289e7","9125380053","","Platinum Monthly","","Yes"
"Horseshoe Health & Medicine","Affiliate","Horseshoe Bend","AR","72512","","1fac9302-b797-f2c3-ae1f-51eea7921f62","","","","","Yes"
"Landry's Pharmacy of Maurice","Affiliate","Maurice","LA","70555","","44be9e7e-3b3c-4b8e-d709-52a9f3e7f857","","","","","No"
"Gardner Healthmart Pharmacy","Affiliate","Gardner","KS","66030","","2ee64374-388c-ad7f-cd44-525f20dea9b8","","","","","Yes"
"Sullivan Pharmacy","Affiliate","Bacliff","TX","77518-2760","","d28229e3-01ff-81a4-cc7f-51f7ea676345","","","","","Yes"
"Bruner's Pharmacy","Affiliate","Webb City","MO","64870","","f03ad8ae-4a6a-1dc9-3402-54cf7d8b8d84","4176734663","","Platinum Monthly","","Yes"
"Thompson Pharmacy","Affiliate","Altoona","PA","16601","","83efc47c-f34a-50f8-311b-53bffa4376be","","","","","No"
"Lehigh Pharmacy","Affiliate","Philadelphia","PA","19133","","b56e23c7-1475-32c2-4fbc-52b8877b1f06","","","","","No"
"Choice City Drug","Affiliate","Fort Collins","CO","80524","","4361b397-4b33-df47-61cc-535eb2814a60","","","Pro Monthly","","No"
"PharmacyOne Pro- Main","Affiliate","Winter Haven","FL","33881","","2efc7386-46a9-2357-5a34-525c2d3a8270","","","","","Yes"
"Hinkle Pharmacy","Affiliate","Bessemer","AL","35023","","b58d2919-fc39-e86c-e430-526051f5f22a","","","Pro Monthly","","Yes"
"The Children's Assessment Center","Affiliate","Houston","TX","77005","","6e7997e9-ae3b-2240-8fad-527285481158","","","","","No"
"The Hometown Pharmacy - Columbiana","Affiliate","Columbiana","OH","44408","","224f01b2-8590-bfa0-501c-52335ec06bc3","","","","","No"
"Sav-On 15 Proos Pharmacy","Affiliate","Montrose","MI","48457","","a1300589-6063-ecbd-7b28-52b49c26538b","","","","","No"
"Medic Pharmacy at Hefner Pointe","Affiliate","Oklahoma City","OK","73120","","aae73172-47b6-d4b5-86dd-52615c7d58a8","4057553921","","Premier Monthly","","Yes"
"White Drug-Rugby","Affiliate","Rugby","ND","58368","","dbe2ce57-9192-fbe0-137f-522f7b2674a3","","","","","No"
"Silverado Pharmacy","Affiliate","Calistoga","CA","94515","04/02/2015","37d52379-208b-a0df-2ea7-535976055e73","7079425115","","Platinum Monthly","","Yes"
"Endless Mountains Pharmacy","Affiliate","Clifford","PA","18413","","11335dd3-5787-c12d-2a01-520e8d8981c5","","","Pro Monthly","","Yes"
"Old Corner Drug","Affiliate","West","TX","76691","","b7519b2b-603c-1e24-c136-5359750698ce","2548265122","","Mobile (Monthly)","","Yes"
"Mace's Pharmacy","Affiliate","Philippi","WV","26416-1240","06/29/2015","c15e8be9-fe3b-4cd4-0912-557b04720cf8","3044574233","","Pro Yearly","","No"
"Clark's Rx - New Lebanon","Affiliate","New Lebanon","OH","45345","","c3f89aee-7dc1-17fe-6e91-524da282a685","","","","","No"
"Save-Rite Drugs (Parent)","Affiliate","","","","","a5fc278d-13cb-ef73-b2d1-521d0ce3ea5f","","","Pro Monthly","","Yes"
"Pine Hill Hometown Pharmacy Inc.","Affiliate","Cato","NY","13033","","7b8d3916-8c3d-3b86-7e07-543c3b127457","","","Mobile (Monthly)","","No"
"Cornerstone Pharmacy - Willow Grove","Affiliate","Willow Grove","PA","19090","","1cc386f4-bcb9-870b-4e71-52b8862fee7e","","","","","No"
"Maida Pharmacy Compounding Center","Affiliate","Arlington","MA","02474","","61538978-d11d-ddb8-dac1-53aafdb7e141","","","","","Yes"
"Citizens Helping Citizens","Partner","","","","","1f27d2e0-1b3b-5cb0-f758-524c43eb888f","","","","","No"
"Willow Bark Pharmacy","Affiliate","Houma","LA","70360-7178","","be8224b5-9b4a-bf92-b341-52a9f34fdc87","","","","","No"
"Philip E Pepper Inc Healthmart","Affiliate","Lansdowne","Pa","19050","","bbc17d72-9571-48ba-83a7-54ca1a2a3f07","","","","","No"
"Medicine Shoppe - New Castle","Affiliate","New Castle","PA","16105","","407800da-821f-bc69-c235-53f3a07371bb","","","Prime Free NCPA Member Benefit","","Yes"
"Carl Welder, LPC","Affiliate","","","","","af8f3dd3-82ee-4c00-3bf3-50a3faa64627","","","","","Yes"
"Super Market Pharmacy","Affiliate","Bell gardens","CA","91773","","750a558a-0716-7692-bbac-5314e4190d93","","","","","No"
"Prescription Depot","Affiliate","Tamarac","FL","33321","06/12/2015","1d22587c-49d8-ab8c-371c-5359786e909d","9547732450","","Pro Monthly","","No"
"Med-Fast - Glenshaw (child)","Affiliate","Pittsburgh","PA","15223","","1d71e38e-94c1-f324-a653-51db31ca2044","","","","","Yes"
"Patterson Park Pharmacy","Affiliate","Baltimore","MD","21231-3113","","94396cb2-9170-2dda-e82b-55482e449ea7","","","Digital Marketing (Base)","","No"
"Custom Compunding Centers","Affiliate","Little Rock","AR","72211","","5dafd5d2-85d8-b248-5ba6-526052359ef8","","","Digital Marketing (Base)","","Yes"
"Forsyth Pharmacy & Specialty Center","Affiliate","Suwanee","Georgia","30024","","8823f0dc-da03-3039-005f-54481df74e83","","","Website Only Monthly","","Yes"
"Sav-On Drugs 19 Checker","Affiliate","Dearborn Hts","MI","48127","","91a61c66-c040-8a70-de32-52b49c544a64","","","","","No"
"Meadowbrook Pharmacy","Affiliate","Charlottesville","VA","22903","","6652eb3c-9196-7a75-c017-51f7eaa744ab","","","","","Yes"
"Curt's Pharmacy","Affiliate","Albert Lea","MN","56007-1868","04/17/2015","ce18a51a-dbf5-8f35-127d-53078b46b6dc","5073736337","","Prime Free NCPA Member Benefit","","Yes"
"Johnston Drug, Inc.","Affiliate","Clarence","MO","63437","04/24/2014","160f0476-9d6f-2d6d-816b-51ae602e8349","6606992432","","Pro Yearly","","Yes"
"San Juan Pharmacy & Gift","Affiliate","Monticello","UT","84535","04/23/2015","8e33fdc2-a001-6384-7074-520e8d0b2ef7","4355872302","","Platinum Monthly","","Yes"
"Wally's Pharmacy","Affiliate","Mount Airy","NC","27030","","90d4f652-a320-a29b-add4-52153293b42c","","","","","Yes"
"Springer Pharmacy","Affiliate","Highland Springs","Virginia","23075","","aef20830-cc65-6e2b-e204-53f4ed3e5e01","","","Prime Free NCPA Member Benefit","","No"
"Stam Drugs","Affiliate","Chestertown","MD","21620-1517","09/01/2015","5221fc16-2912-9bd5-eaa0-557b03b9481e","4107783030","","Premier Monthly","","No"
"Poquoson Pharmacy","Affiliate","POQUOSON","VA","23662","","536596a9-0028-14ee-e4f9-52604cc000a7","","","","","Yes"
"Grants Pass Pharmacy - ncpa","Affiliate","Grants Pass","OR","97526","","df4f38f4-46ff-9865-2315-512fccf7384e","","","Pro Monthly","","Yes"
"Preferred Pharmacy","Affiliate","Benton","TN","37307","","47bb31c8-bfcd-338c-f9ad-54d3f2a5025a","","","Prime Free NCPA Member Benefit","","No"
"Rubino Pharmacy","Affiliate","Philadelphia","PA","19135","","a93cc39c-5965-e717-b97f-52b887161d5a","2156240919","","","","No"
"Rocky's Med Shoppe","Affiliate","Bogalusa","LA","70427","","a5f2e055-4450-6542-64c4-52a9f39bd51d","","","","","No"
"Wayland VillagePharmacy","Affiliate","Wayland","MI","49348","","7de5447c-a56d-5d59-71b6-53078be280ea","","","Prime Free NCPA Member Benefit","","No"
"Vagenas Dental","Affiliate","Brockton","MA","02301","","a8a39486-b7cc-2d60-3891-53398fd0c9ec","","","","","No"
"Nashville Gastrointestinal Specialists","Affiliate","","","","","6f167033-0b18-a2eb-93cb-5163138d9603","","","","","No"
"Se Town Pharmacy","Affiliate","Reading","PA","19604","","1db6e798-0884-6b78-f3fe-52b887b9c0b9","","","","","No"
"Wises Parkwood Pharmacy- (Parent)","Affiliate","Gainesville","FL","32607","","71274046-0a9b-ddc8-02cc-535978486e36","","","","","No"
"Cornerstone Clinic","Affiliate","Anchorage","AK","99507","","841faa83-f229-5892-4b9d-527285215bc5","","","","","No"
"Reddick Discount Pharmacy","Affiliate","Reddick","FL","32686","","7733dc65-c56d-3493-b63e-5258148f97c3","","","Pro Yearly","","No"
"Avita Drugs Specialized Pharmacy","Affiliate","Baton Rouge","LA","70806","","49879c14-f0d6-1d36-0405-52a9f36086b1","","","","","No"
"The Medicine Chest","Affiliate","The Villages","FL","32162","07/27/2015","f0cb6d3a-39a7-8251-7ff9-51acb7252eb0","3527531877","","","","Yes"
"Lakewood Counseling and Career Center","Affiliate","Richfield","MN","55423","","849f4d1d-042f-f1d5-8ace-527285c3daf0","","","","","No"
"Presidente Pharmacy & Discount, Inc","Affiliate","Miami","FL","331654410","","473bc972-0978-edfd-41de-535978f57cc9","","","","","No"
"The Medicine Shoppe #0722 Granite City","Affiliate","Granite City","IL","62040","","c0220cee-46e7-2280-606a-53078b5bcb7f","","","","","No"
"Steiner Ranch Primary Care","Affiliate","Austin","Texas","78732","","f3517099-a7bf-165c-8b27-50a30a01a18e","","","","","Yes"
"CDS #10 Pharmacy","Affiliate","Bowling Green","KY","42104","","6e15f1ea-9ab8-80a2-e038-532a113db322","","","Website Only Monthly","","No"
"Corner Drug Store","Affiliate","Melbourne","AR","72556","","116acf8a-34ed-6ee9-7715-51cc7b232379","","","","","Yes"
"Fairhaven Corporate Offices & Long Term Care Pharmacy","Affiliate","Fairhaven","MA","02719","","5dab0540-8e81-23b2-7579-524b415f82f0","","","Platinum Monthly","","No"
"Caviar Cream","Affiliate","Los Angeles","CA","90048","07/22/2015","96ea7559-58e0-f5ab-bea3-55afd5b17bba","","","Website Only Monthly","","No"
"Fallston Pharmacy and Medical Equipment","Affiliate","Fallston","MD","21047","","f014ede1-99cd-1dd4-9a02-51a60e069ef7","","","","","No"
"Baker's Pharmacy","Affiliate","Sussex","NJ","07461","","3318fe9f-9057-2adb-52ac-53761f8ea0d0","9738754141","","Pro Monthly","","Yes"
"Medic Pharmacy #11","Affiliate","Shreveport","LA","71101","","a9a806fc-993e-6e87-8d1d-52a9f3bf6321","","","Compounding+ Monthly","","Yes"
"Nielsen's City Drug Store","Affiliate","Bogalusa","LA","70427","","30611a7a-4e66-9f79-aa25-52a9f365067f","","","","","No"
"Paw Paw Village Pharmacy","Affiliate","Paw Paw","MI","49079","","6704b6ec-8513-3846-696f-53078bd086c2","","","","","No"
"Pilcher-McBryde Drug Company","Affiliate","Selma","AL","36701","06/09/2015","8d4b1ed2-8194-b2b1-4558-556cc1a8fec2","3348757208","","Pro Monthly","","No"
"The Medicine Shoppe 1213","Affiliate","Columbia","PA","17512","09/30/2015","536c5ae9-b310-75ff-b895-54b53c9693ac","","","Premier Monthly","","No"
"Stony Point Pharmacy","Affiliate","Stony Point","New York","10980","","e32b918c-8362-1121-a234-53e2a399e081","","","Prime Free NCPA Member Benefit","","Yes"
"Alaska State Medical Association","Affiliate","","","","","32bee2b0-d7d2-4b9b-5ae3-50bf88ad9f56","","","","","No"
"Five Points Pharmacy And Wellness","Affiliate","Cocoa","FL","32922","","b54bb2a1-82d3-be15-c8ee-535975e0a337","","","Pro Monthly","","No"
"North View Pharmacy- (Child)","Affiliate","Layton","UT","84041-8803","","ddee0256-6f2c-318c-0e5a-51f7eaa162d4","","","","","Yes"
"Granby Pharmacy","Affiliate","Granby","CT","06035","08/28/2015","5bbf9063-db8b-9162-ddee-51af756645df","8606532517","","","","Yes"
"Van Buren Pharmacy","Affiliate","belleville","MI","48111","","3b3ba816-dc8e-1662-725d-54f76200e67e","7343256318","","Pro Yearly","","No"
"Field Pharmacy Berlin","Affiliate","Berlin","WI","54923-1596","08/06/2015","83ab0e0a-6efe-6d7a-2a7a-53078b7ec438","9203611565","","Premier Monthly","","No"
"Hilton Family Pharmacy","Affiliate","Hilton","NY","14468","","7af08ec2-6782-73c1-0733-5176d6e88793","5853927979","","Pro Monthly","","Yes"
"Continental Pharmacy","Affiliate","Topeka","KS","66606","","a4e9d0cf-b639-080c-a17d-51c876966749","","","","","Yes"
"The Medicine Shoppe #1216 Brown Rd","Affiliate","Saint Louis","MO","63134","","24b18614-5859-bef6-c862-53078b3d1cc7","","","","","No"
"Home Towne Rx","Affiliate","Ewing","NJ","08628","","4689aa97-d3ec-6366-ee75-52b88602d9d0","","","","","No"
"Health Care Pharmacy","Affiliate","","NY","","","cb4404a4-017e-bd08-5d0a-5492f5e53ba6","","","","","No"
"East Marietta Drugs","Affiliate","Marietta","GA","30062","","ba2e6886-75cb-ac0e-67a3-5202677af625","","","","","Yes"
"Medical Pharmacy","Affiliate","Zachary","LA","70791","","3bce9c82-15b2-c328-15e9-52a9f3e756cf","","","","","No"
"Flexcare Pharmacy","Affiliate","Washington","DC","20020","","824635a0-e34e-822f-1dea-527d16b2603e","2025750578","","","","Yes"
"Gannaway Drug- (Child)","Affiliate","Warren","AR","71671","","9afd4abc-4204-b67b-f8ad-54eb97218008","","","Prime Free NCPA Member Benefit","","No"
"Stone Plaza Pharmacy","Affiliate","Greenville","SC","29609","10/14/2015","6914489d-8086-7b4a-593b-5359751cbceb","8642337940","","Mobile (Monthly)","","No"
"Thrifty Mac Pharmacy","Affiliate","Madison","GA","30650","","f1cf9a56-8a43-b9a0-eb41-544e91d0b0dd","","","Prime Free NCPA Member Benefit","","Yes"
"Dennis Novak, MD PA","Member","","","","","534bf203-b692-8455-04fc-507d8d9036a1","","","","","No"
"Victory Pharmacy","Affiliate","Decatur","IL","62523","04/07/2015","db93d05a-12c7-682b-dac3-51d2d86074da","2174284000","","Digital Marketing (Base)","","Yes"
"Murray Orthodontics","Affiliate","Johnstown","CO","80534","","a8a414fb-fc6e-d972-5ec2-52a0a0469d51","","","","","No"
"Nutritional Designs & Pharmacy","Affiliate","Racine","WI","53406","","ed954add-2527-4e4e-b76c-53078b37b4d1","","","Prime Free NCPA Member Benefit","","No"
"Idyllwild Pharmacy","Affiliate","Idyllwild","CA","92549","","6827673e-5e7d-f6a0-03d1-5320970c1a0f","","","","","No"
"Oshkosh- Sawyer Street Hometown Pharmacy","Affiliate","Oshkosh","WI","54902","","43dd0427-209b-0b54-468a-51dc51d977f2","","","","","Yes"
"Metro Pharmacy","Affiliate","Orlando","FL","32801","","e3145503-4ee4-3ed7-bb6d-535975843a09","4076684368","","Pro Monthly","","No"
"Warren Sav-Mor Prescriptions","Affiliate","Farmington Hills","MI","48334","","7e5899cd-6ab6-0e6e-f86c-52b49cfed2ef","","","","","No"
"Malheur Drug (Parent)","Affiliate","Vale","OR","97918","09/24/2015","3e3e675a-4ee1-7cd0-bf64-557b0386db4d","5414733333","","","","No"
"Thompson Drug Store","Affiliate","Centre Hall","PA","16828","","bb634925-4634-0d48-080d-5212617e0fa2","","","","","No"
"Milford Sav-Mor Pharmacy","Affiliate","Milford","MI","48381","","ed7d3e0c-7dbb-49b6-872e-52b49c43c979","","","","","No"
"Pharmacy Plus of New Bern","Affiliate","New Bern","North Carolina","28562","","635ed841-c100-a45c-5013-543bfc388816","","","Prime Free NCPA Member Benefit","","Yes"
"Fry's Prescription Pharmacy","Affiliate","San Benito","TX","78586","07/10/2015","e7a8f03e-e57b-add4-9912-52e2bb5b14ff","9563992453","","Platinum Monthly","","No"
"Medicine Shoppe Gonzales","Affiliate","Gonzales","LA","70737","08/14/2015","451cd339-64b9-bbd2-8b52-55c248a14f10","2256443030","","Premier Monthly","","No"
"Gloucester Pharmacy","Affiliate","Gloucester","VA","23061","","8d840321-98cd-3e19-9cc8-519f82bb18de","","","Pro Monthly","","Yes"
"Cox Family Pharmacy inc APSC","Affiliate","Parkersburg","WV","26101","","e5380629-c2df-0f4c-713b-54b14eda0c9b","","","Pro Monthly","","No"
"Louisiana Specialty Pharmacy","Affiliate","Lafayette","LA","70501","07/06/2015","28f26bf7-c7cd-af08-c956-5359767e3b43","3372357622","","Pro Monthly","","No"
"Plumsted Pharmacy","Affiliate","New Egypt","NJ","08533-1802","10/12/2015","a242b4cb-d4c6-1cc1-43ab-557b049b3aab","6097588829","","","","No"
"La Con's Pharmacy","Affiliate","Norristown","PA","19401","","285b2c24-ea17-c616-1356-52b887b11abb","","","","","No"
"Village Compounding - Plum","Affiliate","Warrington","PA","18976","","527f873a-0a28-6920-7801-52b887f99b49","","","","","No"
"Plateau Drugs","Affiliate","Oneida","TN","37841","","822faa21-e845-05cf-b050-51f93cd3e710","","","","","Yes"
"Gordon's Pharmacy and Gifts","Affiliate","Canyonville","OR","97417","","3a0e477b-33ab-2b08-3cab-535e9da86afa","5418394452","","Pro Yearly","","Yes"
"The Medicine Shoppe #1189 East Tawas","Affiliate","East Tawas","MI","48730","","d7c096d9-1eda-6524-e7d2-53078b426a8b","","","","","No"
"Perry Smith","Member","Bismarck","ND","58501","","140687ac-414a-1636-b7b3-4fe9e6dda4fa","","","","","No"
"Mat's Pharmacy and Medical Supply","Affiliate","Croydon","PA","19021","","97ea3966-9b44-0175-ff04-52b887619986","","","","","No"
"Krider Pharmacy","Affiliate","Green Bay","WI","54303","","c548981a-7487-c36d-2a48-52014827229c","","","","","Yes"
"Summers Pharmacy","Affiliate","Clinton","MO","64735","","4bcd0bea-a698-54be-820a-531a03412017","","","Premier Monthly","","No"
"Sav-On 22 Richardson's Super Drugs","Affiliate","Garden City","MI","48135","","3476088c-256f-2bb3-4c19-52b49ca553d2","","","","","No"
"Heartland Pharmacy Llc - Kettering (child)","Affiliate","Dayton","OH","45429","","bde77a68-64ee-d005-6355-560ea5a43fb4","","","","","No"
"Burlington Dental Care","Affiliate","Burlington","NC","27215","","71df8b94-693b-a7e9-a466-5272bbafe039","","","","","No"
"Madison Pharmacy","Affiliate","Lakewood","NJ","08701","04/07/2015","277db540-9d54-d54e-c871-52b8877fdf61","7323704200","","Prime Free NCPA Member Benefit","","Yes"
"Hayes Barton Pharmacy (Child)","Affiliate","Raleigh","NC","27608","","a5709c0c-f5bf-7309-b857-52605a0b9d67","","","","","Yes"
"Best Value - Brand Page","Affiliate","Cleburne","TX","76033","","ad22f72f-7991-5836-26ca-51a62d3437b9","","","","","Yes"
"Thrifty White Pharmacy-Ada","Affiliate","Ada","MN","56510","","df8df6af-37c2-bdc6-00aa-522f7b04fb03","","","","","No"
"Parker's City Pharmacy","Affiliate","Seguin","TX","78155","","402d0fd5-3620-35fe-0f88-53067431189b","","","Pro Monthly","","No"
"Grace Health Pharmacy","Affiliate","Aurora","CO","80014","","188d0f71-89bf-2a22-8a38-535eb7d2d8e3","","","Pro Monthly","","No"
"ATA Pharmacy","Affiliate","Philadelphia","PA","19141","06/04/2015","bfbacdc0-47bb-5f2f-6b13-556f24025415","2154241966","","","","No"
"The Medicine Shoppe #560 Mt Vernon","Affiliate","Mt Vernon","IL","62864","","cb386fe9-db6d-522d-c401-53078b8501d1","","","","","No"
"Stat Rx Pharmacy","Affiliate","Bronx","NY","10456","","7797aab7-6076-0bc6-f7e0-527d160acd25","7185384754","","","","No"
"Swisher & Lohse Pharmacy (Parent)","Affiliate","Pomeroy","OH","45769","","cdc295e3-1465-9db3-6d6e-5359765160f8","","","Pro Monthly","","Yes"
"Varney Health Mart Pharmacy","Affiliate","Broken Bow","NE","68822","09/30/2015","c335164f-f527-e2eb-14e6-560c5c5c3a51","3088722321","","","","No"
"Kelley-Ross Pharmacy","Affiliate","Seattle","WA","","","8425af96-9687-116c-e131-53e1244542c0","","","","","Yes"
"Cenla Professional Pharmacy Services","Affiliate","Pineville","LA","71360","","25e44013-70d4-8f4d-b6d1-52a9f3b53184","","","","","No"
"Halethorpe Pharmacy","Affiliate","Baltimore","MD","21227","","69fb5c09-8347-164c-3b24-527d168ffd11","","","","","Yes"
"Fitzgerald's Pharmacy Williamsburg (child)","Affiliate","Williamsburg","OH","45176","09/28/2015","10362597-495e-2e84-82a9-5609a50dfb7f","","","","","No"
"Black Rock Pharmacy","Affiliate","Buffalo","NY","14207","","c427332e-5e39-0265-24c3-5260603c0407","","","","","Yes"
